Date,Stock_Symbol,Open,High,Low,Close,Volume
2023-06-27,GOOGL,1313.27,1350.71,1304.63,1335.69,2845751
2023-06-28,GOOGL,1358.41,1395.19,1353.37,1394.26,7665742
2023-06-29,GOOGL,1420.7,1457.64,1387.18,1431.46,5885202
2023-06-30,GOOGL,1442.76,1485.71,1423.06,1471.69,7296063
2023-07-03,GOOGL,1496.12,1532.34,1468.31,1500.98,4444973
2023-07-04,GOOGL,1496.54,1519.03,1495.94,1503.49,2992230
2023-07-05,GOOGL,1499.48,1528.62,1492.33,1508.94,8618232
2023-07-06,GOOGL,1514.94,1540.66,1483.88,1503.81,1817418
2023-07-07,GOOGL,1521.36,1532.74,1518.7,1526.74,4456093
2023-07-10,GOOGL,1532.61,1572.53,1513.31,1545.56,3061232
2023-07-11,GOOGL,1532.17,1543.76,1504.74,1528.52,8568042
2023-07-12,GOOGL,1543.67,1559.23,1541.68,1552.65,3878036
2023-07-13,GOOGL,1562.98,1607.06,1531.6,1602.21,6087318
2023-07-14,GOOGL,1611.66,1642.78,1577.06,1610.47,6719394
2023-07-17,GOOGL,1595.44,1643.15,1562.28,1642.42,9063170
2023-07-18,GOOGL,1665.13,1668.75,1627.0,1662.41,6317060
2023-07-19,GOOGL,1679.23,1712.19,1656.19,1700.57,8922899
2023-07-20,GOOGL,1692.56,1700.72,1673.97,1673.99,1816779
2023-07-21,GOOGL,1689.54,1694.14,1684.24,1685.07,3506086
2023-07-24,GOOGL,1708.87,1729.04,1683.31,1701.0,2028738
2023-07-25,GOOGL,1696.42,1711.23,1650.0,1655.27,1531403
2023-07-26,GOOGL,1670.65,1689.47,1653.17,1682.41,8290929
2023-07-27,GOOGL,1660.75,1672.37,1623.06,1663.51,1384267
2023-07-28,GOOGL,1681.62,1720.8,1680.01,1718.21,3475496
2023-07-31,GOOGL,1729.31,1745.64,1707.3,1738.97,2444802
2023-08-01,GOOGL,1729.23,1758.17,1695.11,1747.97,1701355
2023-08-02,GOOGL,1778.73,1828.77,1748.46,1780.2,9787330
2023-08-03,GOOGL,1744.8,1749.61,1694.59,1726.34,5551202
2023-08-04,GOOGL,1703.16,1728.82,1695.57,1700.98,9230188
2023-08-07,GOOGL,1688.51,1718.17,1648.66,1656.96,1358819
2023-08-08,GOOGL,1657.63,1658.02,1652.29,1657.17,3986891
2023-08-09,GOOGL,1634.89,1683.49,1588.11,1593.93,3756921
2023-08-10,GOOGL,1602.73,1603.75,1565.26,1569.25,1534786
2023-08-11,GOOGL,1542.47,1583.79,1534.74,1575.72,4300935
2023-08-14,GOOGL,1561.47,1606.92,1539.36,1582.08,4615812
2023-08-15,GOOGL,1557.75,1573.19,1526.14,1536.48,5731434
2023-08-16,GOOGL,1531.96,1557.43,1531.57,1535.0,6956298
2023-08-17,GOOGL,1551.51,1596.27,1550.54,1563.72,6151152
2023-08-18,GOOGL,1583.84,1625.44,1546.92,1612.22,4161143
2023-08-21,GOOGL,1630.57,1673.39,1600.96,1636.74,3875438
2023-08-22,GOOGL,1664.31,1667.55,1650.42,1662.09,3217521
2023-08-23,GOOGL,1669.82,1693.32,1629.99,1654.41,9499343
2023-08-24,GOOGL,1662.45,1688.33,1662.08,1666.33,1212132
2023-08-25,GOOGL,1689.31,1735.02,1667.85,1694.4,6939709
2023-08-28,GOOGL,1675.78,1721.36,1658.2,1671.55,8547501
2023-08-29,GOOGL,1646.6,1651.26,1610.32,1639.16,6816887
2023-08-30,GOOGL,1635.19,1682.12,1598.33,1653.62,1010229
2023-08-31,GOOGL,1649.63,1684.97,1645.18,1663.64,1326025
2023-09-01,GOOGL,1669.75,1713.29,1626.55,1647.42,8599386
2023-09-04,GOOGL,1652.51,1656.43,1604.46,1613.32,1874345
2023-09-05,GOOGL,1590.5,1591.92,1572.13,1588.2,5481215
2023-09-06,GOOGL,1560.26,1606.48,1525.35,1585.36,7712217
2023-09-07,GOOGL,1610.15,1620.46,1608.29,1609.34,7630070
2023-09-08,GOOGL,1625.54,1653.59,1578.78,1593.81,4390827
2023-09-11,GOOGL,1609.79,1637.35,1605.23,1617.36,6287192
2023-09-12,GOOGL,1621.93,1625.03,1573.33,1607.98,3750425
2023-09-13,GOOGL,1638.9,1649.32,1630.46,1647.07,3350560
2023-09-14,GOOGL,1625.49,1667.33,1609.73,1620.73,5561294
2023-09-15,GOOGL,1639.66,1641.24,1636.83,1638.54,9120489
2023-09-18,GOOGL,1610.22,1645.39,1570.52,1574.98,2630413
2023-09-19,GOOGL,1595.7,1625.0,1550.33,1562.48,6588417
2023-09-20,GOOGL,1571.24,1610.65,1569.89,1606.88,2823835
2023-09-21,GOOGL,1612.93,1659.9,1580.93,1620.1,8680986
2023-09-22,GOOGL,1644.19,1672.69,1630.48,1652.03,5785141
2023-09-25,GOOGL,1637.33,1647.85,1610.84,1618.13,5602457
2023-09-26,GOOGL,1611.38,1628.73,1608.06,1623.52,8770247
2023-09-27,GOOGL,1654.64,1677.75,1633.35,1671.31,8250571
2023-09-28,GOOGL,1682.37,1726.04,1680.43,1703.91,2777390
2023-09-29,GOOGL,1714.51,1745.15,1697.43,1698.21,3398191
2023-10-02,GOOGL,1703.23,1747.2,1660.17,1731.53,3466708
2023-10-03,GOOGL,1706.19,1747.9,1683.14,1688.72,4834264
2023-10-04,GOOGL,1665.65,1710.33,1664.13,1693.89,2918246
2023-10-05,GOOGL,1673.7,1689.49,1650.39,1652.71,4143545
2023-10-06,GOOGL,1669.12,1717.77,1659.84,1711.39,3314072
2023-10-09,GOOGL,1719.63,1766.78,1719.05,1755.61,1814141
2023-10-10,GOOGL,1732.02,1775.87,1699.08,1731.78,4183673
2023-10-11,GOOGL,1737.6,1752.55,1726.29,1726.45,6530471
2023-10-12,GOOGL,1693.1,1715.93,1665.8,1694.46,7199291
2023-10-13,GOOGL,1711.15,1753.56,1707.91,1718.8,4094234
2023-10-16,GOOGL,1689.96,1708.33,1676.78,1707.64,2968316
2023-10-17,GOOGL,1694.83,1707.0,1675.78,1682.94,9510007
2023-10-18,GOOGL,1671.28,1688.8,1647.84,1684.35,3681115
2023-10-19,GOOGL,1708.11,1748.01,1702.97,1708.9,7909597
2023-10-20,GOOGL,1681.08,1687.81,1670.8,1685.91,7562673
2023-10-23,GOOGL,1667.26,1693.71,1644.75,1646.13,8979514
2023-10-24,GOOGL,1652.85,1700.78,1636.24,1683.06,8189439
2023-10-25,GOOGL,1705.96,1711.93,1661.65,1682.41,7645198
2023-10-26,GOOGL,1658.55,1696.53,1653.07,1679.53,4055167
2023-10-27,GOOGL,1694.82,1743.63,1687.4,1700.82,9181416
2023-10-30,GOOGL,1692.56,1716.71,1660.37,1704.84,5108386
2023-10-31,GOOGL,1697.36,1725.97,1660.23,1671.32,9968985
2023-11-01,GOOGL,1661.14,1702.38,1615.7,1641.07,2556753
2023-11-02,GOOGL,1644.48,1674.67,1630.68,1666.7,8315593
2023-11-03,GOOGL,1648.57,1696.06,1646.99,1649.19,8773477
2023-11-06,GOOGL,1650.91,1652.73,1612.16,1651.29,3012000
2023-11-07,GOOGL,1683.72,1689.65,1639.07,1651.87,9497978
2023-11-08,GOOGL,1670.1,1696.03,1629.06,1644.72,3007999
2023-11-09,GOOGL,1659.46,1675.64,1616.45,1635.58,5373570
2023-11-10,GOOGL,1614.14,1634.9,1571.24,1621.46,9209308
2023-11-13,GOOGL,1643.27,1677.32,1622.49,1642.28,9823805
2023-11-14,GOOGL,1639.8,1650.74,1591.17,1616.62,7958838
2023-11-15,GOOGL,1588.03,1620.35,1585.53,1611.81,4925658
2023-11-16,GOOGL,1588.39,1624.14,1549.91,1613.09,3340174
2023-11-17,GOOGL,1607.19,1630.21,1568.13,1569.66,3333908
2023-11-20,GOOGL,1545.63,1578.56,1508.28,1532.59,1203677
2023-11-21,GOOGL,1520.62,1542.64,1488.24,1540.96,5335908
2023-11-22,GOOGL,1552.06,1585.5,1542.66,1549.39,4764455
2023-11-23,GOOGL,1537.57,1577.34,1499.88,1512.99,8505954
2023-11-24,GOOGL,1540.89,1576.68,1509.94,1525.36,3404091
2023-11-27,GOOGL,1529.26,1547.82,1520.06,1537.34,9011945
2023-11-28,GOOGL,1531.41,1563.25,1522.47,1525.7,4795008
2023-11-29,GOOGL,1511.69,1544.66,1480.21,1491.01,3900240
2023-11-30,GOOGL,1500.54,1543.27,1461.36,1527.01,2773810
2023-12-01,GOOGL,1554.77,1572.96,1513.95,1545.68,7810648
2023-12-04,GOOGL,1568.04,1574.24,1542.55,1563.28,9792915
2023-12-05,GOOGL,1569.2,1606.7,1554.08,1555.72,2519598
2023-12-06,GOOGL,1529.44,1531.69,1485.71,1494.82,2326431
2023-12-07,GOOGL,1468.37,1498.47,1428.27,1466.42,3700790
2023-12-08,GOOGL,1443.88,1464.93,1426.88,1446.91,1980170
2023-12-11,GOOGL,1426.21,1452.69,1383.72,1429.88,4910691
2023-12-12,GOOGL,1422.19,1459.72,1420.5,1457.08,3566456
2023-12-13,GOOGL,1428.58,1468.37,1426.2,1433.14,9220597
2023-12-14,GOOGL,1446.78,1471.89,1424.45,1470.58,9525312
2023-12-15,GOOGL,1462.06,1462.84,1453.69,1455.96,3873682
2023-12-18,GOOGL,1455.23,1491.25,1439.02,1460.41,7877163
2023-12-19,GOOGL,1470.91,1482.8,1432.5,1472.98,7388705
2023-12-20,GOOGL,1446.6,1478.05,1415.33,1434.66,3962679
2023-12-21,GOOGL,1447.81,1459.12,1426.92,1451.41,1244473
2023-12-22,GOOGL,1439.6,1471.73,1396.59,1435.25,2159899
2023-12-25,GOOGL,1407.28,1420.27,1392.88,1413.41,6716561
2023-12-26,GOOGL,1408.83,1438.07,1378.03,1378.88,7119815
2023-12-27,GOOGL,1381.48,1404.46,1377.82,1385.18,1018917
2023-12-28,GOOGL,1391.98,1415.78,1352.55,1409.41,1192694
2023-12-29,GOOGL,1395.45,1431.57,1385.24,1415.92,2920539
2024-01-01,GOOGL,1391.4,1394.44,1373.45,1374.71,9641934
2024-01-02,GOOGL,1398.01,1435.24,1360.91,1393.25,5082819
2024-01-03,GOOGL,1396.21,1436.85,1393.34,1405.2,9710891
2024-01-04,GOOGL,1393.85,1403.8,1373.46,1396.1,1037679
2024-01-05,GOOGL,1409.78,1422.58,1384.14,1417.22,7568258
2024-01-08,GOOGL,1420.3,1425.55,1388.13,1416.78,6351694
2024-01-09,GOOGL,1396.68,1413.39,1355.35,1409.13,4667582
2024-01-10,GOOGL,1430.02,1449.82,1428.36,1433.53,1315326
2024-01-11,GOOGL,1451.2,1493.22,1412.04,1415.85,7046493
2024-01-12,GOOGL,1434.65,1450.29,1413.13,1413.3,1679153
2024-01-15,GOOGL,1427.07,1457.48,1424.42,1429.62,8752338
2024-01-16,GOOGL,1414.47,1432.75,1397.93,1402.17,8706261
2024-01-17,GOOGL,1396.43,1431.4,1380.81,1382.02,9506049
2024-01-18,GOOGL,1357.32,1370.52,1324.69,1351.82,8913541
2024-01-19,GOOGL,1356.95,1365.94,1352.07,1358.66,3425500
2024-01-22,GOOGL,1369.57,1378.95,1359.73,1362.62,6239484
2024-01-23,GOOGL,1359.58,1378.06,1324.78,1371.3,7343759
2024-01-24,GOOGL,1377.83,1385.13,1374.5,1379.94,6664049
2024-01-25,GOOGL,1398.66,1430.39,1390.58,1403.5,9133221
2024-01-26,GOOGL,1427.51,1456.97,1389.46,1451.55,7483085
2024-01-29,GOOGL,1427.36,1455.92,1399.9,1429.22,6142171
2024-01-30,GOOGL,1438.69,1473.88,1432.69,1442.3,9254658
2024-01-31,GOOGL,1440.13,1446.35,1428.14,1442.83,7232961
2024-02-01,GOOGL,1469.07,1497.55,1459.51,1461.96,1360359
2024-02-02,GOOGL,1438.27,1467.38,1433.53,1441.51,8892892
2024-02-05,GOOGL,1455.19,1493.27,1435.62,1488.15,7115754
2024-02-06,GOOGL,1474.82,1484.39,1443.99,1459.1,2928187
2024-02-07,GOOGL,1438.63,1455.22,1416.17,1453.29,9791488
2024-02-08,GOOGL,1430.2,1467.73,1392.05,1450.23,6389186
2024-02-09,GOOGL,1432.94,1458.22,1395.8,1434.48,7424070
2024-02-12,GOOGL,1418.46,1431.89,1406.52,1421.95,4515196
2024-02-13,GOOGL,1449.73,1481.33,1435.68,1468.42,1917896
2024-02-14,GOOGL,1456.43,1492.8,1444.68,1470.54,4781708
2024-02-15,GOOGL,1482.87,1496.84,1471.64,1482.26,3631798
2024-02-16,GOOGL,1455.32,1470.31,1454.6,1463.5,5310811
2024-02-19,GOOGL,1458.83,1467.63,1433.27,1437.74,4801113
2024-02-20,GOOGL,1444.24,1466.37,1435.06,1452.49,5228290
2024-02-21,GOOGL,1454.84,1466.56,1424.02,1432.07,9826292
2024-02-22,GOOGL,1459.51,1493.05,1428.81,1447.93,2852343
2024-02-23,GOOGL,1419.7,1448.17,1380.91,1384.84,5690682
2024-02-26,GOOGL,1362.01,1368.18,1358.88,1363.06,8278621
2024-02-27,GOOGL,1342.78,1343.58,1337.21,1341.37,3425751
2024-02-28,GOOGL,1323.13,1356.15,1309.3,1326.4,7508136
2024-02-29,GOOGL,1325.62,1346.98,1287.56,1327.83,6421202
2024-03-01,GOOGL,1333.96,1361.31,1308.25,1327.09,3567427
2024-03-04,GOOGL,1322.53,1325.19,1291.12,1292.15,6436050
2024-03-05,GOOGL,1289.81,1304.8,1274.44,1296.94,5699394
2024-03-06,GOOGL,1277.69,1291.69,1250.78,1260.0,6912418
2024-03-07,GOOGL,1267.56,1276.27,1242.51,1258.67,4628127
2024-03-08,GOOGL,1234.25,1261.2,1211.97,1245.73,3457657
2024-03-11,GOOGL,1243.53,1256.37,1236.06,1256.19,8038773
2024-03-12,GOOGL,1270.24,1291.31,1267.33,1283.52,8764370
2024-03-13,GOOGL,1285.06,1322.86,1250.89,1314.87,7497987
2024-03-14,GOOGL,1300.73,1335.4,1292.07,1331.06,4938438
2024-03-15,GOOGL,1308.57,1326.43,1272.37,1274.76,3540371
2024-03-18,GOOGL,1256.79,1259.03,1237.65,1247.58,2345979
2024-03-19,GOOGL,1254.09,1263.77,1244.33,1246.89,9112109
2024-03-20,GOOGL,1245.25,1256.29,1220.11,1221.54,9472867
2024-03-21,GOOGL,1213.09,1219.2,1193.2,1217.17,8697380
2024-03-22,GOOGL,1219.82,1232.49,1183.8,1184.67,6508428
2024-03-25,GOOGL,1207.95,1232.91,1183.8,1188.26,2907669
2024-03-26,GOOGL,1180.72,1204.94,1169.11,1176.49,9740933
2024-03-27,GOOGL,1184.06,1207.18,1178.18,1200.68,2374643
2024-03-28,GOOGL,1208.44,1210.65,1192.12,1192.53,9254524
2024-03-29,GOOGL,1189.92,1190.26,1182.61,1182.68,9815200
2024-04-01,GOOGL,1180.85,1215.54,1175.87,1190.49,2916920
2024-04-02,GOOGL,1180.64,1190.92,1150.24,1168.81,8238219
2024-04-03,GOOGL,1150.5,1173.16,1140.71,1147.88,9401590
2024-04-04,GOOGL,1141.53,1158.66,1121.32,1121.55,5786145
2024-04-05,GOOGL,1109.28,1132.97,1104.83,1106.65,5192039
2024-04-08,GOOGL,1121.22,1147.4,1120.96,1145.15,9251970
2024-04-09,GOOGL,1162.43,1194.35,1139.54,1167.0,6427002
2024-04-10,GOOGL,1162.78,1175.89,1129.56,1154.18,2986645
2024-04-11,GOOGL,1169.04,1200.16,1142.6,1182.95,3874031
2024-04-12,GOOGL,1161.58,1195.8,1144.2,1149.85,2035344
2024-04-15,GOOGL,1147.69,1150.85,1145.33,1148.37,7185787
2024-04-16,GOOGL,1144.81,1157.55,1126.02,1140.8,5978169
2024-04-17,GOOGL,1150.05,1152.15,1123.04,1126.01,6113386
2024-04-18,GOOGL,1132.62,1162.57,1110.21,1120.86,1184729
2024-04-19,GOOGL,1138.19,1152.13,1106.59,1114.08,6431293
2024-04-22,GOOGL,1103.95,1129.49,1073.91,1095.3,8351910
2024-04-23,GOOGL,1115.18,1133.45,1084.49,1098.7,8222378
2024-04-24,GOOGL,1109.9,1116.08,1082.94,1113.12,3683463
2024-04-25,GOOGL,1110.98,1125.0,1078.77,1116.97,4136812
2024-04-26,GOOGL,1132.85,1140.9,1108.97,1138.4,5654560
2024-04-29,GOOGL,1142.88,1156.42,1140.94,1143.75,4541326
2024-04-30,GOOGL,1136.89,1140.15,1119.98,1123.85,8579663
2024-05-01,GOOGL,1138.61,1149.09,1119.72,1130.77,9191013
2024-05-02,GOOGL,1112.98,1132.15,1111.85,1118.57,8684506
2024-05-03,GOOGL,1105.59,1116.7,1083.36,1090.53,1121761
2024-05-06,GOOGL,1084.05,1090.2,1069.73,1071.22,6972347
2024-05-07,GOOGL,1075.52,1102.56,1053.28,1059.27,9381622
2024-05-08,GOOGL,1065.08,1094.16,1052.48,1075.81,3256295
2024-05-09,GOOGL,1061.02,1082.72,1047.11,1058.03,9727993
2024-05-10,GOOGL,1068.47,1078.62,1049.44,1056.55,1320501
2024-05-13,GOOGL,1041.18,1063.7,1037.65,1045.12,3715004
2024-05-14,GOOGL,1029.14,1036.95,1022.73,1036.13,6043105
2024-05-15,GOOGL,1052.79,1070.25,1031.18,1068.96,8228986
2024-05-16,GOOGL,1077.43,1094.15,1064.58,1068.96,9040731
2024-05-17,GOOGL,1053.94,1079.11,1038.88,1050.48,7456311
2024-05-20,GOOGL,1064.26,1093.43,1062.42,1069.66,7027152
2024-05-21,GOOGL,1079.48,1099.46,1073.6,1094.48,3586176
2024-05-22,GOOGL,1107.33,1135.03,1097.42,1101.26,6662154
2024-05-23,GOOGL,1092.14,1094.73,1080.62,1083.08,7294216
2024-05-24,GOOGL,1083.07,1088.2,1059.58,1064.56,9724762
2024-05-27,GOOGL,1051.67,1080.09,1026.65,1058.17,7614967
2024-05-28,GOOGL,1071.09,1100.72,1064.7,1065.99,9225662
2024-05-29,GOOGL,1067.77,1079.36,1046.15,1052.71,2705860
2024-05-30,GOOGL,1049.06,1062.03,1040.81,1052.31,2611548
2024-05-31,GOOGL,1057.24,1082.17,1041.05,1077.41,5045583
2024-06-03,GOOGL,1078.47,1081.59,1073.95,1078.12,3995574
2024-06-04,GOOGL,1068.96,1094.33,1038.04,1043.7,6795211
2024-06-05,GOOGL,1027.87,1054.53,1019.57,1030.44,2620629
2024-06-06,GOOGL,1043.76,1074.27,1022.55,1064.88,1987045
2024-06-07,GOOGL,1076.6,1093.9,1069.5,1088.29,5216818
2024-06-10,GOOGL,1099.99,1106.57,1082.04,1087.13,3031461
2024-06-11,GOOGL,1093.98,1097.64,1073.32,1085.86,3528247
2024-06-12,GOOGL,1070.43,1075.96,1048.65,1060.01,1924532
2024-06-13,GOOGL,1078.79,1102.87,1056.91,1089.85,9983028
2024-06-14,GOOGL,1068.85,1083.16,1062.72,1074.94,4274211
2024-06-17,GOOGL,1067.58,1074.24,1044.33,1054.77,2145974
2024-06-18,GOOGL,1044.92,1059.03,1028.69,1051.77,9003264
2024-06-19,GOOGL,1034.05,1063.09,1012.13,1023.26,4167741
2024-06-20,GOOGL,1009.05,1034.31,979.99,1007.03,7812133
2024-06-21,GOOGL,1010.61,1034.92,984.59,1026.15,5040461
2024-06-24,GOOGL,1031.7,1032.74,1024.49,1026.04,8786517
2024-06-25,GOOGL,1044.96,1058.11,1029.32,1053.22,8569261
2024-06-26,GOOGL,1032.59,1033.75,1030.75,1032.16,8817232
2024-06-27,GOOGL,1037.71,1052.98,1015.17,1046.53,1814761
2024-06-28,GOOGL,1067.24,1071.94,1040.82,1045.62,5605313
2024-07-01,GOOGL,1038.22,1064.2,1037.2,1040.88,6204373
2024-07-02,GOOGL,1050.52,1078.01,1030.06,1041.6,8436424
2024-07-03,GOOGL,1042.67,1067.06,1014.17,1057.27,9183949
2024-07-04,GOOGL,1054.04,1057.15,1044.5,1048.53,3580354
2024-07-05,GOOGL,1052.42,1064.32,1032.01,1049.26,2109804
2024-07-08,GOOGL,1058.66,1070.9,1030.72,1067.04,3386944
2024-07-09,GOOGL,1084.43,1085.56,1053.44,1066.49,8924601
2024-07-10,GOOGL,1086.27,1095.66,1061.37,1062.6,7113088
2024-07-11,GOOGL,1065.71,1088.29,1049.7,1064.17,9269622
2024-07-12,GOOGL,1065.64,1076.52,1044.55,1052.83,7400901
2024-07-15,GOOGL,1039.59,1062.8,1019.03,1031.52,6090119
2024-07-16,GOOGL,1030.74,1060.44,1010.87,1048.82,3544771
2024-07-17,GOOGL,1048.21,1077.82,1032.38,1050.37,8598760
2024-07-18,GOOGL,1058.07,1079.91,1053.28,1066.24,4838042
2024-07-19,GOOGL,1061.47,1074.39,1052.96,1060.97,2532882
2024-07-22,GOOGL,1073.12,1085.94,1060.49,1063.37,9476932
2024-07-23,GOOGL,1072.57,1094.59,1049.8,1059.48,3615671
2024-07-24,GOOGL,1040.37,1070.6,1013.05,1026.5,4570666
2024-07-25,GOOGL,1007.44,1027.28,1001.77,1007.06,4000188
2024-07-26,GOOGL,991.9,1019.98,968.58,1009.33,5092136
2024-07-29,GOOGL,989.7,1013.09,977.85,993.67,4516839
2024-07-30,GOOGL,983.27,1006.43,980.02,985.98,3646802
2024-07-31,GOOGL,982.72,1007.84,968.16,970.84,4661476
2024-08-01,GOOGL,987.56,1012.33,961.88,981.68,1760833
2024-08-02,GOOGL,994.08,1005.85,975.4,983.1,5174025
2024-08-05,GOOGL,964.9,971.46,939.06,955.34,2764102
2024-08-06,GOOGL,972.75,976.88,956.2,974.71,4150151
2024-08-07,GOOGL,978.68,1004.3,956.76,995.12,4477945
2024-08-08,GOOGL,1008.92,1036.6,1001.03,1011.89,2473250
2024-08-09,GOOGL,992.27,1013.56,963.85,969.55,5105859
2024-08-12,GOOGL,975.06,995.7,952.06,952.5,8374831
2024-08-13,GOOGL,964.72,980.07,947.46,959.03,1276142
2024-08-14,GOOGL,947.05,965.13,937.71,946.51,6690859
2024-08-15,GOOGL,933.74,950.93,912.25,944.13,5842680
2024-08-16,GOOGL,954.82,958.31,933.86,937.47,9612995
2024-08-19,GOOGL,934.44,949.99,924.03,949.61,8788390
2024-08-20,GOOGL,963.24,989.92,952.87,969.6,6475074
2024-08-21,GOOGL,969.91,989.82,959.01,959.27,7210583
2024-08-22,GOOGL,953.89,960.96,933.8,938.42,2716071
2024-08-23,GOOGL,955.6,975.25,939.61,952.64,7074880
2024-08-26,GOOGL,964.53,966.89,941.73,955.34,4015621
2024-08-27,GOOGL,969.49,972.94,943.88,956.95,6357911
2024-08-28,GOOGL,943.46,950.75,930.06,945.08,4527727
2024-08-29,GOOGL,943.5,949.6,921.76,945.25,6957515
2024-08-30,GOOGL,939.62,959.85,936.13,936.76,3493064
2024-09-02,GOOGL,931.18,958.63,924.83,954.31,8243841
2024-09-03,GOOGL,955.15,968.84,943.13,956.41,6675980
2024-09-04,GOOGL,965.32,984.93,944.31,975.05,9230738
2024-09-05,GOOGL,981.84,995.01,964.52,987.74,5939560
2024-09-06,GOOGL,983.36,984.42,973.84,974.13,1236379
2024-09-09,GOOGL,982.05,997.92,960.71,976.93,7830229
2024-09-10,GOOGL,978.51,991.84,961.91,964.5,6009169
2024-09-11,GOOGL,961.54,963.57,937.05,955.65,6539465
2024-09-12,GOOGL,945.73,952.67,926.49,940.0,5507601
2024-09-13,GOOGL,940.13,951.87,931.31,933.71,4279737
2024-09-16,GOOGL,936.0,947.35,908.3,912.58,6548809
2024-09-17,GOOGL,906.73,907.0,896.0,901.15,1848644
2024-09-18,GOOGL,918.58,945.09,906.16,928.59,7450680
2024-09-19,GOOGL,941.98,966.3,932.79,966.15,5195411
2024-09-20,GOOGL,983.65,1001.8,983.16,1001.64,5282012
2024-09-23,GOOGL,995.86,1010.14,991.13,1004.14,3879252
2024-09-24,GOOGL,1014.8,1021.19,993.78,1013.38,2172581
2024-09-25,GOOGL,1017.35,1025.4,1011.29,1015.29,3786063
2024-09-26,GOOGL,997.75,1003.84,976.52,983.08,9897807
2024-09-27,GOOGL,975.4,1001.2,965.94,967.02,6790213
2024-09-30,GOOGL,984.51,1013.33,966.09,1003.05,7464349
2024-10-01,GOOGL,1007.34,1012.87,989.61,1012.78,5402298
2024-10-02,GOOGL,1025.42,1030.53,996.55,1005.53,7941722
2024-10-03,GOOGL,995.26,999.1,989.59,994.25,4965888
2024-10-04,GOOGL,996.88,1019.77,979.65,992.65,3143868
2024-10-07,GOOGL,1012.18,1028.92,1011.59,1025.25,5856754
2024-10-08,GOOGL,1013.43,1019.04,1005.54,1011.26,3315516
2024-10-09,GOOGL,1006.08,1034.33,991.27,997.85,2009498
2024-10-10,GOOGL,1007.77,1018.78,1005.13,1010.91,9841985
2024-10-11,GOOGL,1010.2,1030.06,982.35,988.99,6211092
2024-10-14,GOOGL,973.69,1002.27,947.85,970.82,1402784
2024-10-15,GOOGL,966.7,983.57,938.66,974.4,5281734
2024-10-16,GOOGL,973.66,996.55,961.06,985.76,6966693
2024-10-17,GOOGL,970.34,994.69,959.63,960.05,2492221
2024-10-18,GOOGL,974.67,993.24,969.98,971.3,5935908
2024-10-21,GOOGL,968.47,988.44,945.74,959.93,2737296
2024-10-22,GOOGL,946.17,964.14,931.5,933.18,2185605
2024-10-23,GOOGL,941.34,945.84,919.89,926.52,1120800
2024-10-24,GOOGL,937.91,957.87,918.21,938.22,3506250
2024-10-25,GOOGL,947.11,958.66,929.16,955.03,3963675
2024-10-28,GOOGL,972.06,985.52,969.38,979.24,7631525
2024-10-29,GOOGL,982.78,994.93,965.8,976.83,7612925
2024-10-30,GOOGL,987.28,1015.85,975.53,1012.87,5661214
2024-10-31,GOOGL,1011.8,1028.54,988.92,1019.34,5923025
2024-11-01,GOOGL,1020.21,1023.58,996.34,1009.09,4391562
2024-11-04,GOOGL,989.05,1013.34,979.27,983.74,7772413
2024-11-05,GOOGL,981.72,1002.91,954.78,966.35,7163838
2024-11-06,GOOGL,964.4,980.24,936.85,942.61,3974709
2024-11-07,GOOGL,944.33,966.6,929.41,952.91,4178505
2024-11-08,GOOGL,957.24,974.87,941.38,971.04,3156276
2024-11-11,GOOGL,982.12,983.24,962.9,964.68,8369018
2024-11-12,GOOGL,958.4,968.41,953.25,955.18,2851680
2024-11-13,GOOGL,962.58,982.71,941.44,944.54,9884529
2024-11-14,GOOGL,963.1,974.43,960.9,966.15,7607825
2024-11-15,GOOGL,983.88,1012.94,977.39,1011.52,9615458
2024-11-18,GOOGL,1001.51,1002.58,987.66,988.13,8343055
2024-11-19,GOOGL,982.72,1010.12,953.4,981.85,5074284
2024-11-20,GOOGL,982.86,1010.8,967.45,997.62,9277466
2024-11-21,GOOGL,1003.22,1017.13,995.18,1012.34,4356115
2024-11-22,GOOGL,1009.26,1028.72,993.5,1025.4,6827619
2024-11-25,GOOGL,1019.33,1025.29,995.21,1007.07,8273281
2024-11-26,GOOGL,989.62,993.52,974.69,975.86,6273315
2024-11-27,GOOGL,984.54,990.5,976.31,982.25,9526461
2024-11-28,GOOGL,976.03,1000.99,970.74,975.8,6877423
2024-11-29,GOOGL,979.99,999.1,962.8,975.96,4669159
2024-12-02,GOOGL,983.54,1012.74,978.55,987.91,5237897
2024-12-03,GOOGL,983.41,1012.49,953.91,1005.24,4796295
2024-12-04,GOOGL,1012.59,1042.34,985.52,991.45,2529915
2024-12-05,GOOGL,988.56,991.37,963.36,991.2,7421513
2024-12-06,GOOGL,998.73,1017.91,974.37,1001.18,1693228
2024-12-09,GOOGL,1003.38,1003.41,993.13,997.32,8279070
2024-12-10,GOOGL,983.03,1001.33,977.81,988.96,5091416
2024-12-11,GOOGL,1001.27,1004.63,988.19,1003.31,2233824
2024-12-12,GOOGL,1008.55,1036.96,992.33,1028.2,2918888
2024-12-13,GOOGL,1034.53,1046.25,1013.06,1020.8,4582491
2024-12-16,GOOGL,1030.13,1055.87,1019.74,1033.85,6854814
